Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Current_Age,Price_Per_KM
3777,Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.0,1197.0,81.0,5.0,5.0,4.11,9,0.00010036532980047372
3784,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,26.0,19.97,7,0.0009991161664681244
3786,Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.0,1248.0,74.0,5.0,8.0,4.5,10,6.956521739130434e-05
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.0,1248.0,88.0,5.0,10.0,5.85,7,0.0003601267646211466
3820,Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,2.15,13,0.0001413427561837456
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.0,1798.0,187.0,5.0,56.0,41.5,6,0.0025454545454545456
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.0,1248.0,88.0,5.0,12.0,11.0,6,0.0004175220068891131
3841,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0,1591.0,121.0,5.0,11.0,8.7,6,0.0022
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.0,1248.0,88.0,7.0,13.0,9.9,8,0.0003095238095238095
3845,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0,1591.0,121.0,5.0,11.0,5.77,12,0.0003380247065330957
3852,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,47.0,11.5,12,0.0008453541494298356
3889,Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.0,1248.0,73.0,5.0,8.0,4.95,11,0.00010378288620206528
3907,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.0,2755.0,171.0,8.0,21.0,16.45,8,0.000525
3910,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.0,1248.0,74.0,5.0,10.0,8.7,6,0.005
3911,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.0,1798.0,177.0,5.0,33.0,20.75,8,0.0022758620689655173
3927,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.0,1462.0,103.0,5.0,11.0,8.25,7,0.0005665430572723527
3935,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.0,2755.0,171.0,7.0,27.0,19.0,8,0.0005368220136790202
3943,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.0,1956.0,170.0,5.0,21.0,17.55,6,0.0008045668748323819
3944,Maruti Alto K10 LXI Optional,Pune,2016,7000,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.0,8,0.0005714285714285715
3953,Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,19.0,1199.0,88.0,5.0,10.0,8.25,6,0.0033333333333333335
3964,Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.0,1498.0,97.0,5.0,8.0,4.69,12,0.00015905521204047956
4022,Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Petrol,Manual,Second,14.0,1798.0,138.0,5.0,22.0,4.95,15,0.0006875
4026,Maruti Alto K10 VXI,Jaipur,2016,51264,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.2,8,7.802746566791511e-05
4028,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.0,1991.0,183.0,5.0,41.0,24.5,8,0.001025
4034,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,First,17.0,1582.0,126.0,5.0,17.0,11.25,6,0.0012142857142857142
4061,Audi RS5 Coupe,Mumbai,2013,23312,Petrol,Automatic,First,11.0,2894.0,444.0,4.0,1.0,40.5,11,4.2896362388469456e-05
4069,BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,63.0,22.45,10,0.0010451227604512277
4079,Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,Diesel,Automatic,First,13.0,2993.0,255.0,5.0,2.0,160.0,7,8e-05
4083,Maruti Baleno RS Petrol,Coimbatore,2018,26731,Petrol,Manual,First,21.0,998.0,100.0,5.0,10.0,8.61,6,0.0003740974898058434
4096,Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,Petrol,Automatic,First,19.0,2487.0,175.0,5.0,40.0,26.11,7,0.001720504107703557
4099,Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.0,6.5,6,0.0007
4104,Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,Petrol,Automatic,First,14.0,1798.0,177.0,5.0,30.0,16.81,8,0.0005529648130057324
4119,Maruti Wagon R VXI,Pune,2014,38958,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,3.41,10,0.00012834334411417425
4125,Datsun redi-GO S,Chennai,2016,26239,Petrol,Manual,First,22.0,799.0,53.0,5.0,4.0,2.75,8,0.00015244483402568695
4131,Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,Diesel,Manual,First,14.0,2755.0,174.0,7.0,37.0,35.82,5,0.0006577660841585039
4134,Honda BR-V i-VTEC S MT,Bangalore,2016,34004,Petrol,Manual,First,15.0,1497.0,117.0,7.0,12.0,8.02,8,0.0003528996588636631
4147,Maruti Dzire VDI,Kochi,2017,54758,Diesel,Manual,First,28.0,1248.0,73.0,5.0,8.0,6.67,7,0.00014609737389970415
4163,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,28.0,20.5,7,0.0005200497761928642
4164,Hyundai Creta 1.6 SX Option,Kochi,2017,47183,Petrol,Manual,Second,15.0,1591.0,121.0,5.0,15.0,11.31,7,0.00031791111205307
4169,Datsun redi-GO T Option,Kochi,2018,6279,Petrol,Manual,First,22.0,799.0,53.0,5.0,4.0,3.6,6,0.0006370441153049849
4180,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,Diesel,Manual,First,20.0,1582.0,126.0,5.0,19.0,11.45,7,0.0001879978231831
4181,Maruti Baleno Delta,Kochi,2017,15134,Petrol,Manual,First,21.0,1197.0,83.0,5.0,7.0,6.37,7,0.00046253469010175765
4188,Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.0,1248.0,88.0,7.0,10.0,8.2,8,0.00011627906976744187
4205,Honda City i-DTEC SV,Kolkata,2015,39000,Diesel,Manual,First,25.0,1498.0,98.0,5.0,12.0,5.49,9,0.0003076923076923077
4208,Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,Petrol,Manual,First,16.0,1598.0,103.0,5.0,11.0,7.7,8,0.0003333333333333333
4220,Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,17.0,1591.0,121.0,5.0,12.0,7.75,10,0.00025709143885508615
4221,Maruti Alto K10 LXI,Kochi,2014,51349,Petrol,Manual,First,24.0,998.0,67.0,5.0,3.0,2.93,10,5.8423727823326645e-05
4233,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.0,1968.0,147.0,5.0,44.0,32.73,6,0.0019945602901178605
4236,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,18.0,1968.0,187.0,5.0,50.0,21.66,9,0.0037020583444395084
4237,Renault KWID RXT Optional,Mumbai,2016,16000,Petrol,Manual,First,25.0,799.0,53.0,5.0,4.0,2.99,8,0.00025
4253,Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.0,1199.0,88.0,5.0,7.0,3.15,11,0.00021488212180746562
4265,Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.0,799.0,53.0,5.0,4.0,3.31,7,0.00014540695772292703
4273,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.0,1798.0,177.0,5.0,33.0,17.85,8,0.0006226415094339623
4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,26.0,19.6,8,0.000619047619047619
4300,Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.0,998.0,67.0,5.0,6.0,4.45,6,0.0030045067601402104
4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,8.85,8,0.00023255813953488373
4308,Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.0,1248.0,88.0,7.0,11.0,7.56,10,0.00020439638032591933
4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,24.0,18.0,8,0.000566197980560536
4327,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.0,1995.0,190.0,5.0,50.0,29.0,7,0.0018517832672863969
4334,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.0,5.87,7,0.00018082248398429426
4346,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0,1197.0,81.0,5.0,8.0,7.75,6,0.004
4350,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.0,2393.0,147.0,8.0,24.0,21.42,5,0.0007674842505836078
4361,Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,21.0,1498.0,108.0,5.0,13.0,4.1,12,0.0002385321100917431
4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.0,2393.0,147.0,7.0,23.0,16.5,8,0.00042592592592592595
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,23.0,1199.0,84.0,5.0,6.0,5.0,7,0.0003636363636363636
4403,Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,First,19.0,1199.0,86.0,5.0,8.0,6.7,6,0.0013333333333333333
4408,Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,2.45,14,0.0004166666666666667
4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,4.8,6,0.0013333333333333333
4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.0,5.66,7,0.00013665736095113524
4451,Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0,4951.0,395.0,4.0,83.0,56.8,6,0.003898543917332081
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,20.0,19.4,5,0.0014208581983518045
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.0,5.99,7,0.0003111111111111111
4470,Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,Manual,First,27.0,1498.0,98.0,5.0,8.0,3.3,11,0.00017204301075268816
4472,Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,4.5,7,0.00012541701156344848
4481,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,First,18.0,1968.0,174.0,5.0,36.0,15.5,9,0.001894736842105263
4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.0,1498.0,108.0,5.0,11.0,3.4,12,0.0003235294117647059
4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,First,17.0,1591.0,121.0,5.0,13.0,7.97,8,0.00024819580740005344
4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,28.0,1248.0,73.0,5.0,10.0,8.55,6,0.00015616459748574998
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.0,1196.0,73.0,7.0,4.0,3.75,8,7.272727272727273e-05
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,13.0,2477.0,175.0,7.0,34.0,16.42,9,0.0006355496569901116
4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.0,2987.0,254.0,5.0,92.0,65.0,8,0.003172413793103448
4532,Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,First,22.0,998.0,67.0,5.0,5.0,3.95,7,0.0002941176470588235
4541,BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,47.0,10.5,13,0.0009215686274509804
4551,BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,63.0,17.27,13,0.0012208829115150576
4554,BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,21.0,1995.0,190.0,5.0,62.0,27.0,8,0.0008857142857142857
4560,Honda Jazz V,Kochi,2017,36973,Petrol,Manual,First,18.0,1199.0,88.0,5.0,8.0,6.8,7,0.00021637411083763827
4563,Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,3.16,10,0.0001146052993490419
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,Automatic,First,24.0,1248.0,88.0,5.0,12.0,11.5,6,0.0036363636363636364
4571,Maruti Alto K10 LXI,Delhi,2016,35027,Petrol,Manual,First,24.0,998.0,67.0,5.0,3.0,3.0,8,8.56482142347332e-05
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,9.75,7,0.00024444444444444443
4601,BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,Diesel,Automatic,First,20.0,1995.0,190.0,5.0,48.0,36.64,5,0.003105590062111801
4612,Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,Diesel,Manual,First,24.0,1186.0,73.0,5.0,8.0,5.43,9,9.776604585227551e-05
4633,Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,Petrol,Manual,First,21.0,999.0,67.0,5.0,4.0,3.0,8,0.00015384615384615385
4649,Honda WRV i-VTEC VX,Hyderabad,2017,15000,Petrol,Manual,First,17.0,1199.0,88.0,5.0,10.0,8.9,7,0.0006666666666666666
4652,Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,Petrol,Manual,First,16.0,1598.0,103.0,5.0,11.0,3.59,12,0.00018086750633036273
4680,Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.0,1248.0,88.0,7.0,11.0,7.64,8,0.00020309817027012057
4685,Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,Manual,Second,16.0,1598.0,103.0,5.0,11.0,7.64,6,0.0005368996485747755
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,14.0,2755.0,174.0,7.0,37.0,28.85,7,0.0005091649694501018
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,Diesel,Manual,First,23.0,1364.0,67.0,5.0,9.0,5.75,10,0.00015661979674230824
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,26.0,19.5,8,0.000325
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,Petrol,Manual,First,20.0,1197.0,81.0,5.0,6.0,5.0,6,0.00015
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,Petrol,Manual,First,17.0,1591.0,121.0,5.0,13.0,11.88,5,0.0010538261997405966
4731,Nissan Micra Active XV,Pune,2018,24000,Petrol,Manual,First,19.0,1198.0,67.0,5.0,6.0,4.0,6,0.00025
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,Diesel,Manual,First,20.0,1498.0,108.0,5.0,14.0,2.9,13,0.00011540585767160439
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,Petrol,Manual,First,23.0,1199.0,84.0,5.0,6.0,5.85,5,0.00035932446999640676
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.0,1999.0,177.0,5.0,74.0,42.0,8,0.0014230769230769232
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,Manual,First,18.0,1197.0,81.0,5.0,8.0,6.28,7,0.00021356113187399894
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.0,2925.0,281.0,5.0,1.0,30.0,13,2.1213406873143828e-05
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.0,1582.0,126.0,5.0,19.0,10.8,8,0.00020430107526881721
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.0,1969.0,150.0,5.0,37.0,24.0,9,0.0009736842105263158
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.0,1995.0,190.0,5.0,58.0,37.92,6,0.0026440554339897883
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.0,1798.0,177.0,5.0,32.0,7.25,11,0.0004
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.0,2498.0,105.0,6.0,11.0,9.66,7,0.00038462883317598516
4819,Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.0,799.0,53.0,5.0,3.0,2.25,8,0.0002
4826,Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.46,9,0.00016753224995811694
4841,BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,47.0,13.95,13,0.0005280898876404495
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.0,1197.0,81.0,5.0,5.0,2.8,10,0.00013513513513513514
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.0,1968.0,187.0,5.0,55.0,43.0,7,0.003928571428571429
4863,Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.0,1086.0,68.0,5.0,4.0,0.7,23,2.857142857142857e-05
4873,Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.0,1197.0,83.0,5.0,8.0,6.95,8,0.0005
4877,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.0,5.0,11.0,9.62,6,0.0006293986382102191
4880,Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.0,998.0,67.0,5.0,4.0,3.01,10,7.629074402548111e-05
4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,10.19,6,0.0001927187357650934
4894,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.0,1248.0,74.0,5.0,10.0,8.4,7,0.0004166666666666667
4902,Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.0,1197.0,83.0,5.0,10.0,8.85,6,0.0033333333333333335
4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.0,1497.0,117.0,5.0,12.0,10.0,7,0.00041379310344827585
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.0,2143.0,170.0,5.0,59.0,46.95,7,0.002458333333333333
4926,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,15.0,1591.0,121.0,5.0,17.0,13.25,6,0.00038302953833675057
4929,Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.0,1591.0,121.0,5.0,14.0,9.7,8,0.00020289855072463768
4934,Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.0,1248.0,73.0,5.0,9.0,8.37,6,0.0003588230603620126
4942,Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.0,1968.0,187.0,5.0,53.0,24.37,10,0.0018616741016544312
4950,Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.0,1498.0,99.0,5.0,8.0,6.0,7,0.0001332267519317879
4961,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197.0,81.0,5.0,10.0,8.3,5,0.001247193813918683
4968,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,23.0,1199.0,83.0,5.0,6.0,5.0,6,0.003
4973,Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582.0,126.0,5.0,15.0,2.9,16,0.00013685382187106547
4978,Honda Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199.0,88.0,5.0,9.0,8.86,5,0.0003499630594548353
4981,Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.0,1199.0,88.0,5.0,9.0,7.9,7,0.001125
4984,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,First,20.0,1582.0,126.0,5.0,19.0,16.27,5,0.0007641570141570141
4988,BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,18.0,2993.0,265.0,5.0,78.0,48.0,8,0.0028888888888888888
4989,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,20.0,1968.0,143.0,5.0,42.0,18.9,8,0.0010769230769230769
4998,Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.0,1498.0,88.0,5.0,9.0,4.91,9,0.00013636363636363637
5002,BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.0,1995.0,190.0,5.0,64.0,32.57,7,0.001742777006235874
5009,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.0,2967.0,245.0,7.0,99.0,68.0,7,0.0016638655462184874
5018,Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.0,1498.0,98.0,5.0,11.0,8.4,7,0.0006413620197073057
5030,Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.0,1248.0,88.0,5.0,8.0,8.39,6,0.00024585881557515597
5038,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,First,12.0,1999.0,148.0,7.0,69.0,56.14,5,0.002873443551409653
5049,Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.0,1956.0,170.0,5.0,18.0,15.0,7,0.0006666666666666666
5059,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.0,1248.0,88.0,5.0,9.0,9.05,7,0.00015298577232317393
5062,Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.0,998.0,67.0,5.0,4.0,3.75,6,0.00013333333333333334
5078,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,9.88,7,0.0005048418926981504
5079,Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.0,1197.0,81.0,5.0,9.0,8.78,5,0.00042585407400397464
5086,Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.0,1248.0,73.0,5.0,9.0,5.5,11,0.00013151357512347663
5087,Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,2.1,10,0.00023529411764705883
5090,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582.0,126.0,5.0,15.0,5.5,11,0.00018933417481855475
5102,Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,5.34,5,0.00015714869409435208
5107,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.0,2143.0,201.0,5.0,79.0,49.0,8,0.00158
5111,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,7.0,3.75,7,0.00015555555555555556
5118,Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.0,2987.0,254.0,5.0,95.0,60.75,8,0.0033285449003188396
5127,Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,First,19.0,1198.0,75.0,5.0,8.0,2.65,13,0.0001818181818181818
5133,Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.0,1193.0,88.0,5.0,8.0,5.27,9,0.0002962962962962963
5135,Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,First,27.0,1498.0,98.0,5.0,10.0,7.4,8,0.0006675567423230974
5166,Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,42.0,27.0,7,0.0010769230769230769
5172,Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,Petrol,Manual,First,14.0,1798.0,138.0,5.0,23.0,10.77,9,0.0004265578635014837
5175,BMW 5 Series 530d M Sport,Chennai,2010,58000,Diesel,Automatic,First,18.0,2993.0,265.0,5.0,79.0,11.75,14,0.0013620689655172414
5181,Tata Zest Revotron 1.2T XM,Kochi,2015,39208,Petrol,Manual,First,17.0,1193.0,88.0,5.0,7.0,4.52,9,0.0001785349928586003
5183,Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,First,17.0,1497.0,117.0,5.0,12.0,6.26,11,0.00031070374398011494
5188,Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582.0,126.0,5.0,16.0,5.25,12,0.00020253164556962027
5200,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Petrol,Automatic,Second,22.0,999.0,67.0,5.0,5.0,4.99,6,0.00013098949464252966
5207,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,Petrol,Automatic,First,22.0,999.0,67.0,5.0,4.0,4.41,7,7.532247434328218e-05
5211,Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,15.0,2523.0,62.0,7.0,11.0,8.14,7,0.00016045042811091501
5212,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,Diesel,Manual,First,20.0,1498.0,108.0,5.0,14.0,8.45,8,0.00041176470588235296
5229,BMW 3 Series 320d,Bangalore,2012,73000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,48.0,12.5,12,0.0006575342465753425
5230,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,Diesel,Manual,First,23.0,1498.0,98.0,5.0,10.0,7.69,7,0.00015767150718193714
